rank,subscribers,Title,category,video views,highest_yearly_earnings,Country
474,18100000,SQUEEZIE,Gaming,9983065083.0,2300000.0,France
475,18100000,Blippi - Educational Videos for Kids,Education,14857290259.0,8700000.0,United States of America
476,18100000,officialpsy,Music,10703830496.0,3100000.0,South Korea
478,18000000,Manual do Mundo,Howto & Style,3980991248.0,2600000.0,Brazil
479,18000000,How Ridiculous,Sports,9601137077.0,18800000.0,Australia
480,18000000,ANDtv,Entertainment,15412333005.0,0.19,United States of America
481,18000000,Sebastiïïï,News & Politics,10463166404.0,5300000.0,United States of America
482,18000000,SonyMusicSouthVEVO,Music,17921124985.0,12400000.0,United States of America
483,18000000,TheGrefg,Gaming,6404852037.0,2100000.0,Spain
485,17900000,David Dobrik,People & Blogs,7176572299.0,415200.0,United States of America
486,17900000,KatieAngel,People & Blogs,3841205465.0,2500000.0,United States of America
487,17900000,RobleisIUTU,Entertainment,5168721499.0,1300000.0,Argentina
488,17900000,Lele Pons,Comedy,5244917119.0,890300.0,United States of America
489,17900000,Demi Lovato,Music,6888074944.0,1400000.0,United States of America
490,17900000,Like Nastya VNM,Entertainment,9867515979.0,4100000.0,Vietnam
491,17900000,Jason Derulo,Music,9887116267.0,21500000.0,United States of America
492,17900000,MGC Playhouse,Shows,16174530046.0,4900000.0,United States of America
494,17800000,Priyal Kukreja,People & Blogs,11057945183.0,20700000.0,India
495,17800000,MSA Previously My Story Animated,Film & Animation,8588704539.0,994.0,United States of America
498,17700000,ArianaGrandeVevo,Music,20115544708.0,4700000.0,United States of America
499,17700000,jaanvi patel,People & Blogs,7912733203.0,16600000.0,India
500,17700000,tanboy kun,People & Blogs,3647267655.0,2300000.0,Indonesia
502,17700000,Porta dos Fundos,Entertainment,7739048000.0,1700000.0,Brazil
503,17700000,24 ïïïï,News & Politics,8396875537.0,17800000.0,Ukraine
504,17700000,Les' Copaque Production,Film & Animation,9059696049.0,5700000.0,Malaysia
505,17700000,El Payaso Plim Plim,Film & Animation,17247584185.0,30700000.0,Argentina
506,17600000,zbing z.,Gaming,9269174070.0,2600000.0,Thailand
507,17600000,MissaSinfonia,Comedy,2274007523.0,1300000.0,Mexico
508,17600000,ýýýýýýýýý Liziqi,Howto & Style,2977741577.0,1100000.0,China
510,17600000,DeGoBooM,Gaming,6306204566.0,4800000.0,Chile
511,17600000,JFlaMusic,Music,3802280098.0,532700.0,South Korea
512,17500000,FactTechz,Entertainment,2238134438.0,1000000.0,India
513,17500000,News18 India,News & Politics,7263619576.0,18900000.0,India
514,17500000,Fun For Kids TV - Hindi Rhymes,Entertainment,7612385622.0,5300000.0,India
515,17500000,IGN,Gaming,16107116549.0,4700000.0,United States of America
516,17400000,Aphmau,Gaming,17763586483.0,21100000.0,United States of America
517,17400000,AMARINTV : ïïïïïïïïïïïï,Entertainment,13043561912.0,11300000.0,Thailand
518,17400000,ýýýýýýýýýýýýýýýý - Al-Remas,Music,11144195464.0,5400000.0,Iraq
520,17300000,Apple,Science & Technology,1026425106.0,2200000.0,United States of America
521,17300000,Stubborn Facts,Film & Animation,902225615.0,40200.0,India
522,17300000,Taarak Mehta Ka Ooltah Chashmah,Entertainment,11371738047.0,15900000.0,India
523,17300000,HowToBasic,Howto & Style,3684816159.0,745200.0,Australia
525,17200000,Marques Brownlee,Science & Technology,3606912471.0,2500000.0,United States of America
526,17200000,Anitta,Music,7337212581.0,3500000.0,Brazil
527,17200000,Jason Oo,Education,8903647480.0,1.0,Australia
528,17200000,El Reino a Jugar,Education,11445492404.0,4000000.0,Argentina
529,17200000,Willyrex,Gaming,5024088947.0,739500.0,Spain
530,17100000,TheBrianMaps,Comedy,4448334716.0,1800000.0,Russia
531,17100000,TRANS TV Official,Entertainment,9710962528.0,2200000.0,Indonesia
532,17100000,Liza Koshy,Comedy,2173106162.0,84500.0,United States of America
533,17000000,Queen Official,Music,10847948832.0,4500000.0,United Kingdom
534,17000000,Prajapati News,Comedy,1001465469.0,366100.0,India
536,17000000,LuisFonsiVEVO,Music,14543594822.0,2400000.0,United States of America
537,16900000,Pop Chartbusters,Music,8684010451.0,3500000.0,India
538,16900000,Guava Juice,Gaming,9111000228.0,522600.0,United States of America
539,16900000,EeOneGuy,Entertainment,3827906874.0,78500.0,United States of America
540,16900000,VICE,Entertainment,4609753237.0,1700000.0,United States of America
541,16900000,Aayu and Pihu Show,Comedy,9270331567.0,4300000.0,India
542,16900000,Danny Fitt,People & Blogs,9544277833.0,13200000.0,United States of America
543,16900000,Bispo Bruno Leonardo,Nonprofits & Activism,3523578665.0,7200000.0,Brazil
547,16800000,Like Nastya IDN,Entertainment,7195314800.0,2100000.0,Indonesia
548,16800000,Gato Galactico | GALïï,Film & Animation,3693798804.0,2100000.0,Brazil
550,16700000,CoryxKenshin,Gaming,7102965621.0,5000000.0,United States of America
551,16700000,With Kids[ïïïïï,Entertainment,8826138204.0,2200000.0,United States of America
552,16700000,Travis Scott,Music,7979736581.0,1800.0,United States of America
553,16700000,Tu COSMOPOLIS,People & Blogs,5089284369.0,774700.0,Mexico
556,16600000,Ideas En 5 Minutos,Howto & Style,3696973456.0,3100.0,Spain
557,16600000,NMF News,News & Politics,7435180827.0,2800000.0,India
558,16600000,SriBalajiMovies,Entertainment,9439857193.0,7400000.0,India
559,16600000,Lahari Music - TSeries,Music,11946217860.0,4300000.0,India
560,16600000,Younes Zarou,Entertainment,15278668857.0,29600000.0,Germany
561,16600000,Jordan Matter,Entertainment,5819508534.0,9600000.0,United States of America
562,16500000,ýýýýýýýý ýýýýýýýýýýýýýýýýýýýýýý,Entertainment,2440934034.0,1100000.0,United States of America
563,16500000,FailArmy,Comedy,3037260680.0,5400000.0,United States of America
564,16500000,BBC News Hindi,News & Politics,7043235131.0,6300000.0,India
565,16500000,FunFun Toy Doll TV,Entertainment,7406207930.0,1200000.0,United States of America
566,16400000,Sandra Cires Art,Howto & Style,3955426159.0,865300.0,United States of America
567,16400000,Kaykai Salaider,Comedy,4434679706.0,448400.0,Thailand
568,16400000,UFC - Ultimate Fighting Championship,Sports,7135820721.0,6400000.0,United States of America
569,16400000,Ch7HD,Entertainment,9463244435.0,4200000.0,Thailand
572,16400000,GMMTV OFFICIALïï,Entertainment,12844432341.0,8700000.0,Thailand
573,16300000,MattStonie,Entertainment,3527627264.0,1400.0,United States of America
574,16300000,Boyce Avenue,Music,6578828147.0,1400000.0,United States of America
575,16300000,Camila Cabello,Music,6613422635.0,2000000.0,United States of America
576,16300000,Little Mix,Music,7520242626.0,1900000.0,United Kingdom
577,16300000,SAM SMITH,Music,10170264839.0,4100000.0,United Kingdom
578,16300000,Pitbull,Music,12475714382.0,4200000.0,United States of America
579,16300000,Bollywood Classics,Entertainment,7141825267.0,7300000.0,India
580,16300000,Technoblade,Gaming,1656452554.0,861300.0,United States of America
581,16300000,W2S,Gaming,4768370464.0,147800.0,United Kingdom
582,16200000,Jennifer Lopez,Music,10227242833.0,3000000.0,United States of America
583,16200000,Kids Play,Entertainment,8091706232.0,1200000.0,United States of America
584,16200000,T3ddy,Comedy,2990185467.0,1600000.0,Brazil
585,16200000,JJ Olatunji,Gaming,4076692623.0,1300000.0,United Kingdom
586,16200000,POPS Kids,Music,9763592867.0,12300000.0,Vietnam
587,16200000,Thairath Online,News & Politics,14563841315.0,10800000.0,Thailand
588,16200000,LEGO,Entertainment,20522339099.0,5600000.0,Singapore
589,16200000,XO TEAM Family,People & Blogs,14784781923.0,1800.0,United States of America
590,16200000,Aday Cïïïïï,Entertainment,4488680903.0,0.19,Spain
592,16100000,Dyland PROS,Entertainment,1517638132.0,461700.0,Indonesia
595,16100000,Canal IN,People & Blogs,2687443643.0,662500.0,Brazil
597,16100000,Daily Dose Of Internet,Entertainment,6872702790.0,19200000.0,United States of America
598,16100000,Fitdance Academy,Music,7126210721.0,37.0,France
600,16100000,Disney Junior,Entertainment,15812009296.0,12800000.0,United States of America
603,16000000,wifistudy by Unacademy,Education,3018032423.0,685800.0,India
604,16000000,Antrax,Gaming,3029872908.0,225500.0,Mexico
606,16000000,Totoy kids - Espaïï,Film & Animation,5997599089.0,5400000.0,Mexico
608,15900000,DopeLyrics,Music,9962188084.0,475900.0,United States of America
609,15900000,jeffreestar,Howto & Style,2609358468.0,96300.0,United States of America
610,15900000,Lyna,Gaming,6534326412.0,3100000.0,Argentina
611,15900000,MK MUSIC,Music,9198986881.0,6500000.0,Brazil
612,15900000,Unspeakable,Gaming,9052367553.0,7900000.0,United States of America
613,15900000,Camilo,Music,6802382479.0,2900000.0,Colombia
614,15800000,Dear Sir,Education,1349288771.0,1200000.0,India
615,15800000,Narendra Modi,News & Politics,3392918989.0,8900000.0,India
616,15800000,Arif muhammad,People & Blogs,4122634467.0,3400000.0,Indonesia
617,15800000,Rotten Tomatoes Trailers,Film & Animation,13116313599.0,1200000.0,United States of America
618,15700000,Volga Video,Film & Animation,9787697838.0,2500000.0,India
619,15700000,DM - Desi Melodies,Music,5914071870.0,6800000.0,India
621,15700000,Team Films Bhojpuri,Music,6626563508.0,1500000.0,India
622,15700000,Zee Music Classic,Music,5558051295.0,4100000.0,India
623,15700000,Prime Video India,Entertainment,8696631898.0,16100000.0,United States of America
626,15600000,Linus Tech Tips,Science & Technology,7172386509.0,4200000.0,Canada
627,15600000,Juliana Baltar,Entertainment,3869457097.0,2700000.0,Brazil
628,15600000,5-Minute Crafts FAMILY,People & Blogs,6165757696.0,1300000.0,United States of America
629,15500000,Blippi Espaïï,People & Blogs,8984089026.0,4300000.0,Mexico
631,15500000,Katakit Baby TV,Music,6386271870.0,4400000.0,Saudi Arabia
632,15500000,Infobells Bangla,Education,7776706184.0,8100000.0,India
633,15500000,ýýýýýýýý ýý ýýýýýýýý,Shows,8265129639.0,6500000.0,Saudi Arabia
634,15500000,Henrique e Juliano,Music,14619523361.0,7900000.0,Brazil
636,15500000,Kashvi Adlakha,Entertainment,12714141740.0,6700000.0,India
637,15500000,Talking Tom & Friends,Entertainment,6396049701.0,1300000.0,United States of America
638,15500000,ýýýýýýýý ýýýýýýýýýýýýýý ýýýý 5 ýýýýýýýýýý,Howto & Style,4499826716.0,1600000.0,Egypt
639,15400000,Harsh Beniwal,Comedy,1781226000.0,1300000.0,India
640,15400000,FFUNTV,Gaming,11513738907.0,3800000.0,United Arab Emirates
641,15400000,Mobile Legends: Bang Bang,Gaming,1543608082.0,2700000.0,United States of America
642,15400000,Roman Atwood Vlogs,People & Blogs,5469103954.0,76000.0,United States of America
643,15400000,Mrwhosetheboss,Science & Technology,3736069980.0,8000000.0,United Kingdom
644,15400000,Genierock,Music,14564170905.0,4000000.0,Thailand
645,15400000,zayn,Music,4909687948.0,1800000.0,United States of America
646,15400000,Kerajinan 5-Menit,People & Blogs,4750420071.0,947500.0,Indonesia
647,15300000,FC Barcelona,Sports,2656528205.0,4100000.0,Spain
648,15300000,Dave and Ava - Nursery Rhymes and Baby Songs,Education,10714145606.0,3700000.0,United States of America
649,15300000,LOKESH GAMER,Gaming,1640078055.0,284200.0,India
650,15300000,ILYA BORZOV,People & Blogs,9938811455.0,22800000.0,Russia
651,15300000,Mazhavil Manorama,Entertainment,16545966132.0,17400000.0,India
652,15200000,Pokïïïïïïïïï,People & Blogs,857725714.0,3100000.0,India
653,15200000,The MriDul,Comedy,4503880875.0,4700000.0,India
654,15200000,Niana Guerrero,Entertainment,1491452935.0,479000.0,Philippines
655,15200000,SRK MUSIC,Music,6391679636.0,2800000.0,India
656,15200000,Sony LIV,Entertainment,7151683497.0,10100000.0,India
657,15200000,T-Series Hamaar Bhojpuri,Entertainment,7564652648.0,5100000.0,India
658,15200000,Oyuncak Avï,Entertainment,8333387785.0,212500.0,Turkey
659,15200000,CNN,News & Politics,14198154095.0,9000000.0,United States of America
660,15200000,NDTV India,News & Politics,6624168155.0,2400000.0,India
661,15100000,It's Mamix,People & Blogs,1777072487.0,767200.0,United States of America
663,15100000,Daftar Populer,Education,2143140898.0,827100.0,Indonesia
664,15100000,Jordi Sala,Howto & Style,2400037562.0,4.0,Andorra
665,15100000,Ranz Kyle,People & Blogs,1760131384.0,594000.0,Philippines
666,15100000,PowerfulJRE,People & Blogs,3060202847.0,2100000.0,United States of America
667,15100000,Mariale,Howto & Style,2761547758.0,573900.0,United States of America
668,15100000,Makiman131,Gaming,4236036141.0,286600.0,Spain
670,15100000,Mohamed Ramadan I ïïïïïïï,People & Blogs,5324913850.0,2200000.0,Egypt
671,15100000,EdisonPts,Gaming,6668507856.0,4600000.0,Russia
672,15100000,BIGBANG,Music,7857371770.0,2000000.0,South Korea
673,15100000,Rubïïïïïï,Comedy,9477021288.0,24600000.0,Argentina
674,15100000,ABS-CBN News,News & Politics,10489367372.0,8700000.0,Philippines
675,15100000,Chapitosiki,Entertainment,13897932103.0,34200000.0,Russia
676,15100000,AdeleVEVO,Music,12413869881.0,4100000.0,United Kingdom
677,15000000,MoreAliA,Gaming,4352427049.0,12000000.0,United Kingdom
678,15000000,Chetan Monga Vlogs,People & Blogs,9924103188.0,5500000.0,India
679,15000000,Little Angel - Mïïïïïïïïïïï,Entertainment,8897705695.0,7000000.0,Brazil
680,15000000,League of Legends,Gaming,7159750970.0,2100000.0,United States of America
682,15000000,XpressTV,Entertainment,4008801873.0,1600000.0,Mexico
683,15000000,PlayStation,Gaming,4741434420.0,2000000.0,United States of America
684,15000000,Kwebbelkop,Gaming,6889304306.0,1400000.0,United States of America
685,15000000,Gyani Beast,News & Politics,7536093065.0,48.0,India
686,15000000,THE BROWN SIBLINGS,Entertainment,8658553456.0,4900000.0,India
687,15000000,Sony Music South,Music,9978734160.0,11600000.0,India
689,15000000,Ray William Johnson,Entertainment,10239836582.0,15000000.0,United States of America
690,15000000,KOMPASTV,News & Politics,11827310821.0,5400000.0,Indonesia
691,15000000,ISSEI / ïïïï,Comedy,13562853889.0,13600000.0,Japan
692,15000000,Zïïïïïïï,Music,11506702632.0,8800000.0,Brazil
693,15000000,A2 Motivation by Arvind Arora,Entertainment,8932038210.0,6300000.0,India
694,14900000,50 Cent,Music,10069000444.0,5800000.0,United States of America
695,14900000,MNCTV OFFICIAL,Entertainment,8074260978.0,2100000.0,Indonesia
696,14900000,ERB,Entertainment,4033400167.0,530100.0,United States of America
697,14900000,melanie martinez,Music,4395184343.0,2700000.0,United States of America
698,14900000,iTownGamePlay *Terror&Diversiïï,Entertainment,4977284539.0,665200.0,Spain
699,14900000,ýýýýýýýýýýýý8 : Thai Ch8,Entertainment,5549770244.0,2400000.0,Thailand
701,14900000,ýýýýýý,People & Blogs,439098.0,369.0,Russia
702,14900000,TazerCraft,Gaming,5956193599.0,1900000.0,Brazil
703,14900000,ýýýýýýýýýýýýýýýýýýBAYASHITV,Entertainment,8615618825.0,119.0,Japan
704,14800000,Fueled By Ramen,Music,13356517783.0,2900000.0,United States of America
705,14800000,CrashCourse,Education,1833519700.0,344500.0,United States of America
706,14800000,MattyBRaps,Music,3587576784.0,1100000.0,United States of America
707,14800000,Lachlan,Gaming,5269059435.0,1000000.0,Australia
708,14800000,ýýýýýýýý ýýýýýýýý,Howto & Style,7018015062.0,2300000.0,Ukraine
709,14800000,Meghan Trainor,People & Blogs,8649303688.0,2500000.0,United States of America
710,14800000,Jorge & Mateus Oficial,Music,9076642765.0,4200000.0,Brazil
712,14800000,Beast Philanthropy,People & Blogs,272678287.0,1800.0,Germany
714,14800000,5-Minute Crafts Recycle,People & Blogs,8866012877.0,2600000.0,United States of America
715,14700000,ýýýýýýýýýý ýýýýýýýýýýýý,Entertainment,2230986039.0,129300.0,Saudi Arabia
716,14700000,Maha Fun Tv,Entertainment,1321380490.0,229500.0,United States of America
717,14700000,Canal Nostalgia TV,Entertainment,1506796393.0,10900.0,Spain
718,14700000,The Slow Mo Guys,Entertainment,2465473772.0,911000.0,United States of America
719,14700000,StudyIQ IAS,Education,4029253667.0,3600000.0,India
720,14700000,Chad Wild Clay,Comedy,6751985988.0,1700000.0,United States of America
722,14700000,Netflix Jr.,Education,8882319696.0,3800000.0,United States of America
723,14700000,Colors Rishtey,Entertainment,12362331529.0,16700000.0,India
724,14700000,ABC News,News & Politics,12961669452.0,8900000.0,United States of America
725,14700000,Camila Loures,Music,4684983333.0,2000000.0,Brazil
726,14600000,Doc Tops,Entertainment,2613197447.0,787600.0,Ecuador
727,14600000,Auron,People & Blogs,3337074920.0,2900000.0,Spain
728,14600000,Jesser,Gaming,3603556207.0,4400000.0,United States of America
729,14600000,Planeta das Gïï,People & Blogs,4622581344.0,506300.0,Brazil
730,14600000,Preston,Gaming,5766647017.0,7300000.0,United States of America
731,14600000,Martin Garrix,Music,6017932195.0,1700000.0,United States of America
732,14600000,O Reino Infantil,Music,11182302317.0,5300000.0,Brazil
733,14600000,Fifth Harmony,Music,7952268926.0,1800000.0,United States of America
734,14600000,Mis Pastelitos,Howto & Style,2750902766.0,2400000.0,Mexico
735,14600000,Noman Official,Comedy,5525773746.0,6700000.0,India
737,14500000,Like Nastya Stories,Entertainment,6944967581.0,1400000.0,United States of America
738,14500000,les boys tv2,Entertainment,4577292740.0,21600.0,United States of America
740,14500000,IDEIAS INCRïï,Howto & Style,3551889957.0,136200.0,Brazil
741,14500000,Reaction Time,Entertainment,4260187928.0,475700.0,United States of America
742,14500000,BBC News,News & Politics,4598387043.0,3200000.0,United Kingdom
744,14500000,Boram Tube ToysReview [ïïïïïïïïï,People & Blogs,5014888374.0,238100.0,South Korea
745,14500000,Aadishakti Films,Music,6290721701.0,2300000.0,India
746,14500000,Telemundo,Entertainment,8582696157.0,2300000.0,United States of America
747,14500000,GMM25Thailand,Entertainment,9383692066.0,2200000.0,Thailand
748,14500000,TV9 Bharatvarsh,People & Blogs,10303519926.0,20100000.0,India
749,14500000,Maroon5VEVO,Music,20042571499.0,4700000.0,United States of America
750,14500000,Saad Lamjarred | ïïïïïï,Music,4315486422.0,1800000.0,Morocco
752,14500000,Lilly Singh,Comedy,3517662420.0,255800.0,Canada
753,14400000,ýýýýýýýýýýýýýýýýýýýýý,Entertainment,600154268.0,65700.0,South Korea
754,14400000,Gyan Gamingï,Gaming,2224121890.0,666800.0,India
755,14400000,Drawblogs,Entertainment,1629801448.0,48100.0,Peru
757,14400000,ýýýýýýýýýýýý ýýýýýýýýýýýý I ýýýýýý ýý ýýýýýýýýý,Entertainment,2972474215.0,224300.0,Saudi Arabia
758,14400000,Cyprien,Comedy,3086254545.0,548000.0,France
759,14400000,Rclbeauty101,Comedy,3900312631.0,414500.0,United States of America
760,14400000,Rohail Hyatt,Music,4035738731.0,170700.0,United States of America
761,14400000,Indore Physical Academy,People & Blogs,4156427797.0,3400000.0,India
762,14400000,Rosanna Pansino,Howto & Style,4597228794.0,1300000.0,United States of America
765,14400000,RS 1313 SHORTS,Entertainment,8011977288.0,10200000.0,India
767,14400000,SelenaGomezVEVO,Music,11423792969.0,4300000.0,United States of America
768,14400000,ZEE5,Entertainment,18515587421.0,7200000.0,India
769,14300000,Super Polina,People & Blogs,4776507159.0,19900.0,United States of America
771,14200000,Wish 107.5,Music,6048517979.0,3000000.0,Philippines
772,14200000,Invento na Hora,Film & Animation,4040297006.0,913400.0,Brazil
773,14200000,SiS,Entertainment,6973932553.0,5.0,Ukraine
774,14200000,NikkieTutorials,Howto & Style,1778318927.0,1700000.0,Netherlands
775,14200000,TommyInnit,Gaming,2084791147.0,2600000.0,United Kingdom
776,14200000,E-MasterSensei,Gaming,3920559552.0,2100000.0,Mexico
777,14200000,infobells - Kannada,Education,6554000320.0,6800000.0,India
780,14200000,SEVENGERS,Comedy,10238593147.0,17700000.0,India
781,14200000,Zee Bangla,Entertainment,11428794827.0,2900000.0,India
782,14200000,DangMattSmith,Entertainment,3317805543.0,619300.0,United States of America
783,14100000,Neha Kakkar,Music,2131548711.0,1200000.0,India
786,14100000,TrapCity,Music,5129529846.0,7.0,Australia
787,14100000,Supercar Blondie,Autos & Vehicles,5405563355.0,17000000.0,United Arab Emirates
788,14100000,Yudist Ardhana,Entertainment,6036496916.0,8500000.0,Indonesia
789,14100000,Lana Del Rey,Music,6884215292.0,6500000.0,United States of America
790,14100000,MalumaVEVO,Music,19013942981.0,4700000.0,United States of America
791,14100000,F2Freestylers - Ultimate Soccer Skills Channï,Sports,3280481927.0,490600.0,United Kingdom
792,14100000,Bie The Ska,Entertainment,4627069704.0,600100.0,Thailand
793,14000000,AM3NlC,Gaming,4959982720.0,490100.0,Brazil
794,14000000,Narins Beauty,Howto & Style,2214167846.0,658000.0,Sweden
795,14000000,TV Ana Emilia,People & Blogs,4674164601.0,1300000.0,Mexico
796,14000000,ýýýýýýýýýýýý,Gaming,7719743112.0,7200000.0,Russia
797,14000000,Luli Pampï,Music,8623705301.0,9700000.0,Spain
798,14000000,Gallina Pintadita,Music,9660950823.0,3400000.0,Mexico
799,14000000,ViralHog,People & Blogs,18917687143.0,65500000.0,United States of America
800,14000000,ETV Jabardasth,People & Blogs,13542939513.0,6400000.0,India
801,14000000,zeetelugu,Entertainment,12597067132.0,0.34,India
802,14000000,Crescendo com Luluca,Entertainment,5094050461.0,3300000.0,Brazil
803,13900000,Jazzghost,Gaming,5673347763.0,5100000.0,Brazil
804,13900000,karameeshchannel,Entertainment,9106781518.0,4200000.0,Jordan
805,13900000,Darkar Company Studios,Film & Animation,2244318380.0,220700.0,United States of America
807,13900000,T-Series Regional,Entertainment,5217553897.0,1600000.0,India
808,13900000,ADEL et SAMI,Entertainment,5465532801.0,1300000.0,United States of America
809,13900000,jamuna tv24,News & Politics,12129583055.0,0.05,Bangladesh
810,13900000,Atlantic Records,Music,12513842343.0,4700000.0,United States of America
812,13900000,Veritasium,Education,2165885634.0,2100000.0,United States of America
814,13800000,Airrack,Entertainment,2224911030.0,4800000.0,United States of America
815,13800000,Hacksmith Industries,Science & Technology,1820559912.0,4000000.0,Canada
817,13800000,ýýýýýýýý/Atro,Gaming,2480957682.0,2600000.0,Netherlands
818,13800000,123 GO! Spanish,People & Blogs,5019136690.0,1300000.0,Mexico
819,13800000,Geo News,News & Politics,5727888539.0,4800000.0,Pakistan
820,13800000,Kids TV India Hindi Nursery Rhymes,Shows,6646953396.0,3800000.0,India
821,13800000,Think Music India,Music,11039343563.0,10400000.0,India
822,13700000,O Que Nïïïïïï,Comedy,1967930734.0,4200000.0,Brazil
823,13700000,Goldmines Premiere,Entertainment,1973638757.0,1800000.0,India
824,13700000,MAIKI021,Entertainment,1950178163.0,357000.0,Brazil
825,13700000,The Vishal bhatt,Comedy,9596430464.0,18200000.0,India
826,13700000,NishaMadhulika,Howto & Style,2939201386.0,1100000.0,India
827,13700000,MyMissAnand,People & Blogs,4963275018.0,1300000.0,India
828,13700000,FAPTV,Comedy,5457203710.0,1700000.0,Vietnam
829,13700000,Wesley Safadï,Music,8134379376.0,3100000.0,Brazil
830,13700000,infobells,Education,5178142148.0,1100000.0,India
832,13600000,Acenix,Gaming,2122062016.0,2300000.0,Spain
834,13600000,DALLMYD,Sports,1948925559.0,1500000.0,United States of America
835,13600000,Lindsey Stirling,Music,3764608356.0,733300.0,United States of America
836,13600000,JOJO TV - Hindi Stories,Education,5141201173.0,516700.0,India
837,13600000,BBC,Pets & Animals,9685060624.0,2100000.0,United Kingdom
838,13600000,Saturday Night Live,Entertainment,14717282742.0,2700000.0,United States of America
839,13500000,BUDI01 GAMING,Gaming,1181292450.0,644900.0,Indonesia
840,13500000,Typical Gamer,Gaming,4301581610.0,1600000.0,Canada
841,13500000,Anaysa,Howto & Style,3445794123.0,1400000.0,India
842,13500000,Julia Gisella,Entertainment,5380132790.0,78.0,United Kingdom
843,13500000,Awakening Music,Music,5545936485.0,1700000.0,United Kingdom
844,13500000,Lady Diana,Entertainment,8265920659.0,3600000.0,Ukraine
845,13500000,Sanjoy Das Official,Entertainment,3912334359.0,8600000.0,India
846,13500000,Woody & Kleiny,Comedy,11717217293.0,23800000.0,United Kingdom
847,13500000,Vijay Kumar Viner Vlogs,Entertainment,7958771872.0,5300000.0,India
848,13500000,Conor Maynard,Music,2750993392.0,517800.0,United States of America
849,13500000,Wengie,Howto & Style,1900272833.0,64100.0,United States of America
851,13400000,Codiscos,Music,11789678655.0,11000000.0,Colombia
852,13400000,The World Adventures ïïïïïï,People & Blogs,2139769210.0,50100.0,India
855,13400000,ATHLEAN-Xï,Howto & Style,2319515787.0,695900.0,United States of America
856,13400000,My Mate Nate,Comedy,3363634923.0,2000000.0,Thailand
857,13400000,H2ODelirious,Gaming,4356686216.0,805700.0,United States of America
858,13400000,GMA Integrated News,News & Politics,9569814790.0,5500000.0,Philippines
859,13400000,Peet Montzingo,People & Blogs,10022557589.0,19100000.0,United States of America
860,13400000,Tom Duggan,People & Blogs,4306212515.0,0.14,United States of America
861,13300000,Trakin Tech,Science & Technology,2262690743.0,2100000.0,India
862,13300000,theRadBrad,Gaming,6050102764.0,753300.0,United States of America
863,13300000,Matt Steffanina,Entertainment,3299216601.0,92600.0,United States of America
865,13300000,Kurt Hugo Schneider,Entertainment,3733856870.0,203200.0,United States of America
866,13300000,Vogue,Entertainment,4177184071.0,2200000.0,United States of America
867,13300000,ýýýýýýýýýýýýýýýýýý,People & Blogs,6482687220.0,4300000.0,Russia
868,13300000,Kids Lineïïïïïïï,People & Blogs,9088562002.0,7800000.0,United States of America
870,13300000,penguinz0,Gaming,7773543609.0,9100000.0,United States of America
871,13300000,Just For Laughs Gags,Comedy,7406628736.0,838500.0,United States of America
872,13300000,Kabita's Kitchen,Howto & Style,2831275503.0,2100000.0,India
873,13300000,BanderitaX,Gaming,4129249415.0,3400000.0,Saudi Arabia
874,13300000,AzzyLand,Gaming,6412313570.0,258600.0,Canada
875,13200000,HUBAïï,Entertainment,9884886099.0,15300000.0,United States of America
876,13200000,BIBO ïïïïïï,Entertainment,1148422000.0,420900.0,Russia
877,13200000,Brawl Stars,Gaming,2036408398.0,977700.0,Finland
879,13200000,Sonotek Bhakti,Entertainment,3789736218.0,1200000.0,India
881,13200000,MC Divertida,Entertainment,5224764969.0,3100000.0,Brazil
882,13200000,The Infographics Show,Education,5263540904.0,2500000.0,United States of America
883,13200000,jbalvinVEVO,Music,20743586601.0,4100000.0,Colombia
884,13200000,ýýýýýýTwinsFromRussia,People & Blogs,9378175604.0,5700000.0,United States of America
885,13200000,Technology Gyan,Science & Technology,1138262456.0,888900.0,India
886,13200000,CookingShooking Hindi,People & Blogs,1758603195.0,551500.0,India
887,13100000,Ryan Trahan,Entertainment,2182651464.0,12.0,United States of America
888,13100000,Alex Gonzaga Official,People & Blogs,1401914513.0,520700.0,Philippines
891,13100000,Lokdhun Punjabi,Music,4712624489.0,1700000.0,India
893,13100000,Painzeiro,People & Blogs,2555801802.0,2100000.0,Brazil
894,13100000,Peppa Pig em Portuguïïïïïïïïï,Film & Animation,4214172991.0,1300000.0,Brazil
895,13100000,ýýýýýýýýýýýýýýý Ms Yeah,People & Blogs,4399833602.0,2900000.0,United States of America
896,13100000,Hungria Hip Hop,Music,4608751851.0,2300000.0,Brazil
897,13100000,RaptorGamer,People & Blogs,2879263916.0,3000000.0,Ecuador
898,13100000,RedeTV,Entertainment,5333569294.0,844200.0,Brazil
899,13100000,twenty one pilots,Music,5264039679.0,2400000.0,United States of America
900,13100000,DjKhaled,Music,6637820731.0,18.0,Samoa
901,13000000,Davie504,Entertainment,2683297849.0,1400000.0,Italy
902,13000000,Everson Zoio,Comedy,1024467771.0,146500.0,Brazil
904,13000000,Lofi Girl,Music,1698279553.0,1500000.0,France
905,13000000,SRK Edie soon,Entertainment,5057163256.0,0.1,India
906,13000000,GH'S,Gaming,8739174649.0,51900000.0,South Korea
907,13000000,JesseAndMike,Entertainment,9999238237.0,2000000.0,United States of America
909,13000000,Susy Mouriz,Entertainment,6270909026.0,17700000.0,Mexico
